timestamp,bid_price1,bid_qty1,bid_price2,bid_qty2,bid_price3,bid_qty3,bid_price4,bid_qty4,bid_price5,bid_qty5,bid_price6,bid_qty6,bid_price7,bid_qty7,bid_price8,bid_qty8,bid_price9,bid_qty9,bid_price10,bid_qty10,ask_price1,ask_qty1,ask_price2,ask_qty2,ask_price3,ask_qty3,ask_price4,ask_qty4,ask_price5,ask_qty5,ask_price6,ask_qty6,ask_price7,ask_qty7,ask_price8,ask_qty8,ask_price9,ask_qty9,ask_price10,ask_qty10
1741430409040,86135.93000000,1.83256000,86135.92000000,0.00180000,86135.91000000,0.00014000,86135.90000000,0.00156000,86135.81000000,0.00014000,86135.80000000,0.07675000,86135.78000000,0.00038000,86135.38000000,0.00008000,86134.96000000,0.00027000,86134.27000000,0.00016000,86135.94000000,2.08439000,86135.95000000,0.00026000,86135.96000000,0.00012000,86135.97000000,0.00026000,86135.98000000,0.20265000,86135.99000000,0.00006000,86136.00000000,0.01406000,86136.01000000,0.00006000,86136.82000000,0.00006000,86137.06000000,0.02000000
1741430410049,86135.93000000,2.98512000,86135.92000000,0.00180000,86135.90000000,0.00156000,86135.81000000,0.00014000,86135.80000000,0.07675000,86135.78000000,0.00024000,86135.38000000,0.00008000,86134.96000000,0.00027000,86134.28000000,0.00029000,86134.27000000,0.00016000,86135.94000000,0.36293000,86135.95000000,0.00026000,86135.96000000,0.00012000,86135.97000000,0.00012000,86135.98000000,0.00012000,86135.99000000,0.00020000,86136.00000000,0.01406000,86136.01000000,0.00006000,86136.06000000,0.00014000,86136.11000000,0.00008000
1741430410978,86135.93000000,2.00508000,86135.92000000,0.00167000,86135.90000000,0.00156000,86135.81000000,0.00014000,86135.80000000,0.07675000,86135.78000000,0.00024000,86135.38000000,0.00008000,86134.96000000,0.00027000,86134.28000000,0.00029000,86134.27000000,0.00016000,86135.94000000,2.14792000,86135.95000000,0.00012000,86135.96000000,0.00026000,86135.97000000,0.00012000,86135.98000000,0.00012000,86135.99000000,0.00020000,86136.00000000,0.01420000,86136.01000000,0.00006000,86136.03000000,0.00014000,86136.11000000,0.00008000
1741430412001,86135.93000000,3.00825000,86135.92000000,0.00167000,86135.90000000,0.00156000,86135.81000000,0.00014000,86135.80000000,0.29410000,86135.78000000,0.00024000,86135.38000000,0.00008000,86134.96000000,0.00027000,86134.37000000,0.01007000,86134.28000000,0.00029000,86135.94000000,0.42922000,86135.95000000,0.00012000,86135.96000000,0.00025000,86135.97000000,0.00012000,86135.98000000,0.00012000,86135.99000000,0.00026000,86136.00000000,0.01412000,86136.01000000,0.00006000,86136.03000000,0.00014000,86136.11000000,0.00008000
1741430413125,86135.93000000,2.02482000,86135.92000000,0.00167000,86135.90000000,0.00156000,86135.81000000,0.00014000,86135.80000000,0.07681000,86135.78000000,0.00024000,86135.38000000,0.00008000,86134.96000000,0.00027000,86134.28000000,0.00029000,86134.27000000,0.00016000,86135.94000000,2.24464000,86135.95000000,0.00026000,86135.96000000,0.00025000,86135.97000000,0.00012000,86135.98000000,0.00012000,86135.99000000,0.00026000,86136.00000000,0.01412000,86136.01000000,0.00006000,86136.06000000,0.00014000,86136.11000000,0.00008000
1741430414042,86135.93000000,1.88963000,86135.92000000,0.00167000,86135.91000000,0.00027000,86135.90000000,0.00169000,86135.81000000,0.00014000,86135.80000000,0.07681000,86135.78000000,0.00024000,86135.38000000,0.00008000,86134.96000000,0.00027000,86134.38000000,0.01009000,86135.94000000,2.37543000,86135.95000000,0.00012000,86135.96000000,0.00025000,86135.97000000,0.00012000,86135.98000000,0.00012000,86135.99000000,0.00026000,86136.00000000,0.01412000,86136.01000000,0.00006000,86136.11000000,0.00008000,86136.98000000,0.00014000
1741430415095,86155.04000000,1.70064000,86154.77000000,0.00008000,86154.01000000,0.00014000,86154.00000000,0.01400000,86153.19000000,0.00006000,86153.07000000,0.00014000,86153.06000000,0.01000000,86152.55000000,0.00014000,86152.54000000,0.01008000,86152.01000000,0.00014000,86155.05000000,2.13389000,86155.07000000,0.00093000,86155.08000000,0.00012000,86155.13000000,0.00012000,86155.14000000,0.00012000,86155.19000000,0.00006000,86155.38000000,0.00063000,86155.39000000,0.00006000,86155.71000000,0.00023000,86155.72000000,0.02321000
1741430416096,86155.04000000,2.53360000,86154.77000000,0.00008000,86154.01000000,0.00014000,86154.00000000,0.01400000,86153.34000000,0.00014000,86153.33000000,0.01160000,86153.07000000,0.00014000,86153.06000000,0.01000000,86152.82000000,0.00006000,86152.81000000,0.04947000,86155.05000000,1.97534000,86155.06000000,0.00012000,86155.07000000,0.00106000,86155.08000000,0.00026000,86155.11000000,0.00012000,86155.13000000,0.00006000,86155.14000000,0.00006000,86155.19000000,0.00006000,86155.38000000,0.00057000,86155.78000000,0.00012000
1741430417123,86155.04000000,2.05033000,86155.02000000,0.00028000,86154.88000000,0.00014000,86154.87000000,0.01557000,86154.77000000,0.00008000,86154.10000000,0.00006000,86154.01000000,0.00014000,86154.00000000,0.01400000,86153.34000000,0.00014000,86153.33000000,0.01160000,86155.05000000,2.38438000,86155.06000000,0.00012000,86155.07000000,0.00093000,86155.08000000,0.00012000,86155.11000000,0.00012000,86155.13000000,0.00006000,86155.14000000,0.00006000,86155.19000000,0.00006000,86155.38000000,0.00057000,86155.78000000,0.00012000
1741430417941,86155.04000000,3.56263000,86154.98000000,0.00014000,86154.97000000,0.01552000,86154.77000000,0.00008000,86154.10000000,0.00006000,86154.01000000,0.00014000,86154.00000000,0.01406000,86153.34000000,0.00014000,86153.33000000,0.01160000,86153.07000000,0.00014000,86155.05000000,0.70849000,86155.06000000,0.00012000,86155.07000000,0.00080000,86155.08000000,0.00026000,86155.11000000,0.00012000,86155.13000000,0.00006000,86155.14000000,0.00006000,86155.19000000,0.00006000,86155.38000000,0.00057000,86155.78000000,0.00012000
1741430418964,86155.04000000,3.56256000,86154.97000000,0.00006000,86154.77000000,0.00008000,86154.01000000,0.00014000,86154.00000000,0.01406000,86153.34000000,0.00014000,86153.33000000,0.01160000,86153.07000000,0.00014000,86153.06000000,0.01000000,86152.01000000,0.00014000,86155.05000000,0.70849000,86155.06000000,0.00012000,86155.07000000,0.00080000,86155.08000000,0.00026000,86155.11000000,0.00012000,86155.13000000,0.00019000,86155.14000000,0.00006000,86155.16000000,0.00019000,86155.38000000,0.00057000,86155.78000000,0.00012000
1741430420000,86156.00000000,4.50612000,86155.79000000,0.00014000,86155.78000000,0.59362000,86155.77000000,0.66950000,86155.07000000,0.00006000,86155.04000000,0.53468000,86154.96000000,0.00006000,86154.81000000,0.00010000,86154.76000000,0.76612000,86154.25000000,0.00006000,86156.01000000,0.41993000,86156.05000000,0.00026000,86156.11000000,0.00025000,86156.12000000,0.00012000,86156.15000000,0.00025000,86156.16000000,0.00006000,86156.17000000,0.00112000,86156.35000000,0.00020000,86156.36000000,0.04006000,86157.38000000,0.00242000
1741430421111,86156.00000000,3.12156000,86155.79000000,0.00014000,86155.78000000,0.13469000,86155.77000000,0.12890000,86155.07000000,0.00006000,86155.04000000,0.02464000,86154.96000000,0.00006000,86154.25000000,0.00006000,86154.00000000,0.01400000,86153.33000000,0.01160000,86156.01000000,1.73754000,86156.05000000,0.00040000,86156.07000000,0.00025000,86156.10000000,0.00012000,86156.11000000,0.00012000,86156.12000000,0.00006000,86156.14000000,0.00006000,86156.15000000,0.00006000,86156.17000000,0.00106000,86156.34000000,0.00014000
1741430421936,86156.00000000,1.28010000,86155.96000000,0.00014000,86155.94000000,0.00014000,86155.80000000,0.00014000,86155.79000000,0.03565000,86155.78000000,0.06506000,86155.77000000,0.00600000,86155.05000000,0.00006000,86155.04000000,0.02144000,86154.96000000,0.00006000,86156.01000000,2.63698000,86156.04000000,0.00026000,86156.05000000,0.00012000,86156.06000000,0.00012000,86156.07000000,0.00012000,86156.10000000,0.00006000,86156.11000000,0.00006000,86156.12000000,0.00006000,86156.17000000,0.00106000,86156.34000000,0.00014000
1741430423054,86156.00000000,0.67859000,86155.92000000,0.00014000,86155.88000000,0.00014000,86155.83000000,0.00006000,86155.78000000,0.00014000,86155.77000000,0.00600000,86155.05000000,0.00020000,86155.04000000,0.02138000,86154.96000000,0.00006000,86154.78000000,0.00059000,86156.01000000,4.19529000,86156.03000000,0.00026000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00012000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.11000000,0.00006000,86156.17000000,0.00106000,86156.34000000,0.00014000
1741430423982,86156.00000000,0.67683000,86155.99000000,0.00014000,86155.92000000,0.00014000,86155.88000000,0.00014000,86155.83000000,0.00006000,86155.78000000,0.00014000,86155.77000000,0.00600000,86155.05000000,0.00020000,86155.04000000,0.02138000,86154.96000000,0.00006000,86156.01000000,4.19131000,86156.02000000,0.00026000,86156.03000000,0.00012000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00006000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.17000000,0.00106000,86156.34000000,0.00014000
1741430425006,86156.00000000,1.11247000,86155.97000000,0.00014000,86155.94000000,0.00014000,86155.91000000,0.00014000,86155.78000000,0.00014000,86155.77000000,0.00600000,86155.06000000,0.00014000,86155.05000000,0.01496000,86155.04000000,0.02138000,86154.96000000,0.00122000,86156.01000000,3.67029000,86156.02000000,0.00012000,86156.03000000,0.00012000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00006000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.17000000,0.00106000,86156.34000000,0.00014000
1741430426030,86156.00000000,1.24477000,86155.97000000,0.00014000,86155.95000000,0.00014000,86155.78000000,0.00014000,86155.77000000,0.00600000,86155.06000000,0.00014000,86155.05000000,0.01492000,86155.04000000,0.02138000,86154.96000000,0.00122000,86154.78000000,0.00059000,86156.01000000,3.24265000,86156.02000000,0.00012000,86156.03000000,0.00012000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00006000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.17000000,0.00106000,86156.34000000,0.00014000
1741430426961,86156.00000000,1.23719000,86155.97000000,0.00014000,86155.96000000,0.00014000,86155.95000000,0.00013000,86155.78000000,0.00014000,86155.77000000,0.00600000,86155.06000000,0.00014000,86155.05000000,0.01492000,86155.04000000,0.02138000,86154.96000000,0.00006000,86156.01000000,2.48354000,86156.02000000,0.61695000,86156.03000000,0.00012000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00006000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.17000000,0.00106000,86156.36000000,0.00006000
1741430427977,86156.00000000,1.23723000,86155.97000000,0.00027000,86155.95000000,0.00013000,86155.78000000,0.00014000,86155.77000000,0.00600000,86155.06000000,0.00014000,86155.05000000,0.01492000,86155.04000000,0.02138000,86154.96000000,0.00006000,86154.78000000,0.00059000,86156.01000000,2.04762000,86156.02000000,0.61695000,86156.03000000,0.00012000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00006000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.17000000,0.00106000,86156.36000000,0.00006000
1741430428957,86156.00000000,1.27895000,86155.98000000,0.00014000,86155.82000000,0.00014000,86155.81000000,0.46950000,86155.77000000,0.00600000,86155.76000000,0.07350000,86155.75000000,0.10849000,86155.05000000,0.00006000,86155.04000000,0.02138000,86154.96000000,0.00006000,86156.01000000,2.20951000,86156.02000000,0.30195000,86156.03000000,0.00012000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00006000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.14000000,0.01000000,86156.17000000,0.00106000
1741430429935,86156.00000000,1.23907000,86155.99000000,0.00014000,86155.98000000,0.19914000,86155.77000000,0.00600000,86155.75000000,0.10849000,86155.05000000,0.00006000,86155.04000000,0.02138000,86154.96000000,0.00006000,86154.78000000,0.00059000,86154.15000000,0.03000000,86156.01000000,2.21839000,86156.02000000,0.30195000,86156.03000000,0.00012000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00006000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.14000000,0.01000000,86156.17000000,0.00106000
1741430431045,86156.00000000,3.54774000,86155.99000000,0.08075000,86155.77000000,0.00600000,86155.76000000,0.00014000,86155.75000000,0.10855000,86155.04000000,0.02144000,86155.01000000,0.04608000,86154.96000000,0.00006000,86154.78000000,0.00059000,86154.68000000,0.00010000,86156.01000000,0.18556000,86156.02000000,0.00026000,86156.03000000,0.00012000,86156.04000000,0.00012000,86156.05000000,0.00012000,86156.06000000,0.00006000,86156.07000000,0.00006000,86156.10000000,0.00006000,86156.11000000,0.00014000,86156.16000000,0.00013000
1741430432089,86157.96000000,5.45153000,86157.78000000,0.04207000,86156.25000000,0.01160000,86156.01000000,0.71581000,86156.00000000,1.80140000,86155.99000000,0.01013000,86155.77000000,0.00600000,86155.04000000,0.02144000,86155.01000000,0.04608000,86154.96000000,0.00006000,86157.97000000,0.03535000,86157.98000000,0.00051000,86157.99000000,0.00040000,86158.00000000,0.01432000,86158.05000000,0.00012000,86158.06000000,0.00020000,86158.07000000,0.01166000,86158.08000000,0.00019000,86158.13000000,0.00014000,86158.62000000,0.00008000
1741430432954,86157.96000000,5.45149000,86157.78000000,0.04207000,86156.42000000,0.01011000,86156.25000000,0.01160000,86156.01000000,0.71581000,86156.00000000,1.83563000,86155.99000000,0.01013000,86155.77000000,0.00600000,86155.04000000,0.02138000,86155.01000000,0.04600000,86157.97000000,0.03096000,86157.98000000,0.00051000,86157.99000000,0.00026000,86158.00000000,0.00012000,86158.01000000,0.00025000,86158.05000000,0.00006000,86158.06000000,0.00020000,86158.07000000,0.01166000,86158.08000000,0.00013000,86158.13000000,0.00014000
1741430434205,86157.96000000,1.27261000,86157.86000000,0.00013000,86156.43000000,0.00014000,86156.42000000,0.01011000,86156.26000000,0.00014000,86156.25000000,0.01160000,86156.01000000,0.00014000,86156.00000000,0.05854000,86155.99000000,0.01013000,86155.77000000,0.00600000,86157.97000000,6.40084000,86157.98000000,0.00051000,86157.99000000,0.00040000,86158.00000000,0.01432000,86158.01000000,0.00012000,86158.05000000,0.00006000,86158.06000000,0.00020000,86158.07000000,0.01166000,86158.13000000,0.00014000,86158.14000000,0.05970000
1741430435052,86157.96000000,1.33696000,86157.89000000,0.00013000,86157.85000000,0.00014000,86157.80000000,0.00008000,86156.43000000,0.00014000,86156.42000000,0.01011000,86156.26000000,0.00014000,86156.25000000,0.01160000,86156.02000000,0.00014000,86156.01000000,0.03670000,86157.97000000,5.76063000,86157.98000000,0.00051000,86157.99000000,0.00053000,86158.00000000,0.01418000,86158.01000000,0.00012000,86158.05000000,0.00006000,86158.06000000,0.00020000,86158.07000000,0.01166000,86158.13000000,0.00014000,86158.14000000,0.05970000
1741430436036,86157.96000000,2.96562000,86157.80000000,0.00008000,86157.01000000,0.00014000,86157.00000000,0.05225000,86156.70000000,0.00006000,86156.58000000,0.00010000,86156.25000000,0.01160000,86156.04000000,0.00014000,86156.03000000,0.26940000,86156.00000000,0.05558000,86157.97000000,0.96684000,86157.98000000,0.00051000,86157.99000000,0.00040000,86158.00000000,0.01432000,86158.01000000,0.00012000,86158.04000000,0.00019000,86158.05000000,0.00006000,86158.06000000,0.00020000,86158.07000000,0.01160000,86158.10000000,0.00014000
1741430436985,86157.96000000,2.83309000,86157.80000000,0.00008000,86157.02000000,0.00014000,86157.01000000,0.05182000,86157.00000000,0.05225000,86156.70000000,0.00006000,86156.58000000,0.00010000,86156.25000000,0.01160000,86156.20000000,0.00014000,86156.19000000,0.04947000,86157.97000000,0.92286000,86157.98000000,0.00051000,86157.99000000,0.00053000,86158.00000000,0.01418000,86158.01000000,0.00012000,86158.03000000,0.00019000,86158.04000000,0.00006000,86158.05000000,0.00006000,86158.06000000,0.00027000,86158.07000000,0.01160000
1741430438010,86157.96000000,1.85956000,86157.95000000,0.00041000,86157.80000000,0.00008000,86157.02000000,0.00014000,86157.01000000,0.05168000,86156.70000000,0.00006000,86156.25000000,0.01160000,86156.12000000,0.01013000,86156.03000000,0.00006000,86156.01000000,0.00014000,86157.97000000,1.85839000,86157.98000000,0.00091000,86157.99000000,0.00040000,86158.00000000,0.01418000,86158.01000000,0.00012000,86158.03000000,0.00006000,86158.04000000,0.00006000,86158.05000000,0.00006000,86158.06000000,0.00014000,86158.07000000,0.01160000
1741430438923,86157.96000000,1.84971000,86157.80000000,0.00008000,86157.02000000,0.00014000,86157.01000000,0.05168000,86156.70000000,0.00006000,86156.25000000,0.01160000,86156.12000000,0.01013000,86156.03000000,0.00006000,86156.01000000,0.00014000,86156.00000000,0.05558000,86157.97000000,1.88642000,86157.98000000,0.00064000,86157.99000000,0.00040000,86158.00000000,0.01431000,86158.01000000,0.00012000,86158.03000000,0.00006000,86158.04000000,0.00006000,86158.05000000,0.00006000,86158.06000000,0.00014000,86158.07000000,0.01160000
1741430439951,86157.96000000,2.92610000,86157.80000000,0.00008000,86157.02000000,0.00014000,86157.01000000,0.05168000,86156.70000000,0.00006000,86156.25000000,0.01160000,86156.03000000,0.00006000,86156.01000000,0.00014000,86156.00000000,0.05558000,86155.77000000,0.00600000,86157.97000000,0.75064000,86157.98000000,0.00051000,86157.99000000,0.00053000,86158.00000000,0.01418000,86158.01000000,0.00012000,86158.03000000,0.00020000,86158.04000000,0.00006000,86158.05000000,0.00006000,86158.06000000,0.00028000,86158.07000000,0.01160000
1741430441225,86161.89000000,4.63081000,86161.08000000,0.05810000,86161.03000000,0.00006000,86160.89000000,0.05810000,86160.82000000,0.46956000,86160.81000000,0.98657000,86160.79000000,0.45006000,86160.19000000,0.76613000,86160.18000000,0.01160000,86160.16000000,0.00006000,86161.90000000,0.01196000,86161.91000000,0.00018000,86161.92000000,0.00012000,86161.93000000,0.00026000,86162.01000000,0.00025000,86162.06000000,0.00019000,86162.75000000,0.00012000,86163.55000000,0.00045000,86163.56000000,0.00012000,86163.62000000,0.00006000
1741430441995,86161.98000000,3.86850000,86161.93000000,0.00014000,86161.92000000,0.46956000,86161.91000000,1.05312000,86161.89000000,0.50751000,86161.08000000,0.05810000,86161.03000000,0.00006000,86160.89000000,0.05810000,86160.19000000,0.76613000,86160.18000000,0.01160000,86161.99000000,0.00245000,86162.00000000,0.01418000,86162.01000000,0.00012000,86162.02000000,0.00012000,86162.03000000,0.00026000,86162.06000000,0.00006000,86162.10000000,0.00020000,86162.15000000,0.00019000,86163.56000000,0.00012000,86163.60000000,0.00014000
1741430443027,86161.98000000,1.78314000,86161.93000000,0.00014000,86161.92000000,0.46956000,86161.91000000,1.05312000,86161.89000000,0.05801000,86161.86000000,0.00051000,86161.08000000,0.05810000,86161.03000000,0.00006000,86160.89000000,0.05810000,86160.18000000,0.01160000,86161.99000000,1.45386000,86162.00000000,0.01424000,86162.01000000,0.00012000,86162.02000000,0.00012000,86162.03000000,0.00026000,86162.06000000,0.00006000,86162.10000000,0.00020000,86162.15000000,0.00019000,86162.28000000,0.76605000,86163.59000000,0.00039000
1741430444090,86161.98000000,0.73737000,86161.90000000,0.00014000,86161.89000000,0.00573000,86161.88000000,0.00065000,86161.03000000,0.00006000,86160.19000000,0.00014000,86160.18000000,0.01160000,86160.16000000,0.00036000,86160.15000000,0.09842000,86160.05000000,0.01006000,86161.99000000,3.38941000,86162.00000000,0.01418000,86162.01000000,0.00026000,86162.02000000,0.00012000,86162.03000000,0.00012000,86162.06000000,0.00006000,86162.10000000,0.00006000,86162.13000000,0.00020000,86162.14000000,0.04556000,86162.26000000,0.00014000
1741430444972,86161.98000000,0.77870000,86161.97000000,0.00014000,86161.90000000,0.00083000,86161.89000000,0.00560000,86161.87000000,0.00014000,86160.19000000,0.00014000,86160.18000000,0.01160000,86160.16000000,0.00036000,86160.15000000,0.09842000,86159.71000000,0.00032000,86161.99000000,4.03252000,86162.00000000,0.01431000,86162.01000000,0.00012000,86162.02000000,0.00012000,86162.03000000,0.00012000,86162.06000000,0.00006000,86162.10000000,0.00006000,86162.13000000,0.00020000,86162.14000000,0.04556000,86162.26000000,0.00014000
1741430445930,86161.98000000,0.77937000,86161.96000000,0.00013000,86161.93000000,0.00054000,86161.92000000,0.00014000,86161.91000000,0.00474000,86161.90000000,0.00028000,86161.89000000,0.00560000,86161.87000000,0.00014000,86160.19000000,0.00014000,86160.18000000,0.01160000,86161.99000000,3.97044000,86162.00000000,0.01418000,86162.01000000,0.00012000,86162.02000000,0.00012000,86162.03000000,0.00012000,86162.06000000,0.00006000,86162.10000000,0.00006000,86162.13000000,0.00020000,86162.14000000,0.04556000,86162.26000000,0.00014000
1741430446989,86161.98000000,0.77937000,86161.95000000,0.00013000,86161.94000000,0.00052000,86161.93000000,0.00008000,86161.92000000,0.00014000,86161.91000000,0.00487000,86161.90000000,0.00014000,86161.89000000,0.00560000,86161.87000000,0.00014000,86160.19000000,0.00014000,86161.99000000,3.62154000,86162.00000000,0.01418000,86162.01000000,0.00012000,86162.02000000,0.00012000,86162.03000000,0.00012000,86162.06000000,0.00006000,86162.10000000,0.00006000,86162.13000000,0.00020000,86162.14000000,0.04556000,86162.26000000,0.00014000
1741430447978,86161.98000000,1.81241000,86161.95000000,0.00052000,86161.94000000,0.00013000,86161.92000000,0.00014000,86161.91000000,0.00474000,86161.90000000,0.00014000,86161.89000000,0.00560000,86160.19000000,0.00014000,86160.18000000,0.01160000,86160.17000000,0.00014000,86161.99000000,1.55837000,86162.00000000,0.01418000,86162.01000000,0.00025000,86162.02000000,0.00012000,86162.03000000,0.00012000,86162.06000000,0.00006000,86162.10000000,0.00006000,86162.13000000,0.00020000,86162.14000000,0.04550000,86162.26000000,0.00014000
